TN,FP,FN,TP,accuracy,sensitivity,specificity,balanced_acc,precision,f1_pos,roc_auc,pr_auc,threshold,prevalence,seed,model,strategy
3532,68,343,57,0.89725,0.1425,0.9811111111111112,0.5618055555555556,0.456,0.2171428571428571,0.8131218749999999,0.333300137541539,0.5,0.1,3,lgb,lgb_default
3040,560,171,229,0.81725,0.5725,0.8444444444444444,0.7084722222222222,0.2902408111533587,0.3851976450798991,0.805717361111111,0.3536165612481508,0.5,0.1,3,lgb,lgb_weight
3028,572,175,225,0.81325,0.5625,0.8411111111111111,0.7018055555555556,0.2823086574654956,0.3759398496240602,0.8053385416666666,0.35463946257770196,0.5,0.1,3,lgb,lgb_focal
2449,1151,79,321,0.6925,0.8025,0.6802777777777778,0.7413888888888889,0.21807065217391305,0.34294871794871795,0.8131218749999999,0.333300137541539,0.05876548997161491,0.1,3,lgb,lgb_threshold
2734,866,91,309,0.76075,0.7725,0.7594444444444445,0.7659722222222223,0.2629787234042553,0.3923809523809524,0.8417413194444444,0.3770252898720277,0.5,0.1,4,logreg,focal
3537,63,341,59,0.899,0.1475,0.9825,0.5650000000000001,0.48360655737704916,0.2260536398467433,0.8172232638888888,0.32808599769900115,0.5,0.1,4,lgb,lgb_default
3012,588,181,219,0.80775,0.5475,0.8366666666666667,0.6920833333333334,0.27137546468401486,0.3628831814415907,0.8048670138888889,0.31412411757306546,0.5,0.1,4,lgb,lgb_weight
2989,611,180,220,0.80225,0.55,0.8302777777777778,0.6901388888888889,0.2647412755716005,0.3574329813160032,0.810615625,0.3165843285794494,0.5,0.1,4,lgb,lgb_focal
2624,976,89,311,0.73375,0.7775,0.7288888888888889,0.7531944444444445,0.24164724164724163,0.3687018375815056,0.8172232638888888,0.32808599769900115,0.07106169170787209,0.1,4,lgb,lgb_threshold
2672,928,95,305,0.74425,0.7625,0.7422222222222222,0.752361111111111,0.24736415247364152,0.3735456215554194,0.8238538194444445,0.3279798731021477,0.5,0.1,5,logreg,focal
3520,80,344,56,0.894,0.14,0.9777777777777777,0.5588888888888889,0.4117647058823529,0.208955223880597,0.7905850694444444,0.2846725058102835,0.5,0.1,5,lgb,lgb_default
3014,586,189,211,0.80625,0.5275,0.8372222222222222,0.6823611111111111,0.26474278544542035,0.3525480367585631,0.7744107638888889,0.27142144766557796,0.5,0.1,5,lgb,lgb_weight
2999,601,187,213,0.803,0.5325,0.8330555555555555,0.6827777777777777,0.2616707616707617,0.3509060955518946,0.7791680555555555,0.275070542700433,0.5,0.1,5,lgb,lgb_focal
2515,1085,101,299,0.7035,0.7475,0.6986111111111111,0.7230555555555556,0.21604046242774566,0.3352017937219731,0.7905850694444444,0.2846725058102835,0.06760891834570283,0.1,5,lgb,lgb_threshold
2781,819,94,306,0.77175,0.765,0.7725,0.76875,0.272,0.40131147540983614,0.8489472222222222,0.4043257932048895,0.5,0.1,6,logreg,focal
3536,64,333,67,0.90075,0.1675,0.9822222222222222,0.5748611111111112,0.5114503816793893,0.2523540489642185,0.8238069444444444,0.35385001485745543,0.5,0.1,6,lgb,lgb_default
3080,520,189,211,0.82275,0.5275,0.8555555555555555,0.6915277777777777,0.28864569083447333,0.3731211317418214,0.8151982638888888,0.3539389613040549,0.5,0.1,6,lgb,lgb_weight
3065,535,173,227,0.823,0.5675,0.8513888888888889,0.7094444444444444,0.2979002624671916,0.39070567986230637,0.8173795138888889,0.34379402481277055,0.5,0.1,6,lgb,lgb_focal
2777,823,114,286,0.76575,0.715,0.7713888888888889,0.7431944444444445,0.25788999098286747,0.3790589794565938,0.8238069444444444,0.35385001485745543,0.08787044764014743,0.1,6,lgb,lgb_threshold
2758,842,102,298,0.764,0.745,0.7661111111111111,0.7555555555555555,0.2614035087719298,0.387012987012987,0.8356531249999999,0.39115295989289145,0.5,0.1,7,logreg,focal
3545,55,340,60,0.90125,0.15,0.9847222222222223,0.5673611111111111,0.5217391304347826,0.23300970873786406,0.8142920138888887,0.3490622711778338,0.5,0.1,7,lgb,lgb_default
3045,555,166,234,0.81975,0.585,0.8458333333333333,0.7154166666666666,0.2965779467680608,0.3936080740117746,0.807004861111111,0.35932134901443014,0.5,0.1,7,lgb,lgb_weight
3033,567,165,235,0.817,0.5875,0.8425,0.7150000000000001,0.29301745635910226,0.3910149750415974,0.8041114583333332,0.3513803861721038,0.5,0.1,7,lgb,lgb_focal
2526,1074,79,321,0.71175,0.8025,0.7016666666666667,0.7520833333333333,0.23010752688172043,0.3576601671309192,0.8142920138888887,0.3490622711778338,0.05847144079405999,0.1,7,lgb,lgb_threshold
2745,855,85,315,0.765,0.7875,0.7625,0.7749999999999999,0.2692307692307692,0.40127388535031844,0.853176736111111,0.36861801832579894,0.5,0.1,8,logreg,focal
3522,78,341,59,0.89525,0.1475,0.9783333333333334,0.5629166666666667,0.4306569343065693,0.21973929236499065,0.8279777777777777,0.3219177742941057,0.5,0.1,8,lgb,lgb_default
3033,567,159,241,0.8185,0.6025,0.8425,0.7225,0.29826732673267325,0.39900662251655633,0.8281281250000001,0.3166988325051907,0.5,0.1,8,lgb,lgb_weight
3038,562,174,226,0.816,0.565,0.8438888888888889,0.7044444444444444,0.2868020304568528,0.38047138047138046,0.8189600694444443,0.31917838821642164,0.5,0.1,8,lgb,lgb_focal
2647,953,88,312,0.73975,0.78,0.7352777777777778,0.757638888888889,0.2466403162055336,0.3747747747747748,0.8279777777777777,0.3219177742941057,0.07201699616636448,0.1,8,lgb,lgb_threshold
2680,920,95,305,0.74625,0.7625,0.7444444444444445,0.7534722222222222,0.24897959183673468,0.3753846153846153,0.822070138888889,0.3370357323366006,0.5,0.1,9,logreg,focal
3524,76,339,61,0.89625,0.1525,0.9788888888888889,0.5656944444444445,0.44525547445255476,0.22718808193668527,0.8067888888888888,0.3330577961692606,0.5,0.1,9,lgb,lgb_default
2993,607,168,232,0.80625,0.58,0.8313888888888888,0.7056944444444444,0.2765196662693683,0.3744955609362389,0.7951371527777777,0.3096626786144632,0.5,0.1,9,lgb,lgb_weight
