TN,FP,FN,TP,accuracy,sensitivity,specificity,balanced_acc,precision,f1_pos,roc_auc,pr_auc,threshold,dataset,prevalence,seed,model,strategy
3015,905,26,54,0.76725,0.675,0.7691326530612245,0.7220663265306122,0.056308654848800835,0.1039461020211742,0.7835235969387755,0.0809528077890733,0.5,cardio,0.02,1,logreg,smote
3051,869,25,55,0.7765,0.6875,0.7783163265306122,0.7329081632653061,0.05952380952380952,0.10956175298804781,0.7865593112244899,0.07985612907342153,0.020632858005911657,cardio,0.02,1,logreg,threshold
3133,787,27,53,0.7965,0.6625,0.799234693877551,0.7308673469387754,0.0630952380952381,0.11521739130434781,0.7868207908163265,0.08308140115712614,0.5187744770644391,cardio,0.02,1,logreg,weight+threshold
3920,0,80,0,0.98,0.0,1.0,0.5,0.0,0.0,0.7341788903061224,0.0773982619782368,0.5,cardio,0.02,1,rf,default
3920,0,80,0,0.98,0.0,1.0,0.5,0.0,0.0,0.7332413903061225,0.06984450244086723,0.5,cardio,0.02,1,rf,weight
2823,1097,23,57,0.72,0.7125,0.7201530612244897,0.7163265306122448,0.049393414211438474,0.09238249594813613,0.781422193877551,0.08911129025960761,0.5,cardio,0.02,1,rf,undersample
3822,98,75,5,0.95675,0.0625,0.975,0.51875,0.04854368932038835,0.0546448087431694,0.7047624362244898,0.05053277571805747,0.5,cardio,0.02,1,rf,smote
3229,691,35,45,0.8185,0.5625,0.8237244897959184,0.6931122448979592,0.06114130434782609,0.11029411764705883,0.7341788903061224,0.0773982619782368,0.03,cardio,0.02,1,rf,threshold
2596,1324,27,53,0.66225,0.6625,0.6622448979591836,0.6623724489795918,0.03848946986201888,0.0727522306108442,0.7332413903061225,0.06984450244086723,0.01,cardio,0.02,1,rf,weight+threshold
3919,1,80,0,0.97975,0.0,0.9997448979591836,0.4998724489795918,0.0,0.0,0.7753810586734693,0.07517712150253737,0.5,cardio,0.02,1,hgb,default
3360,560,30,50,0.8525,0.625,0.8571428571428571,0.7410714285714286,0.08196721311475409,0.14492753623188404,0.7719371811224489,0.07598511036036491,0.5,cardio,0.02,1,hgb,weight
2756,1164,27,53,0.70225,0.6625,0.7030612244897959,0.6827806122448979,0.043549712407559574,0.08172706245181187,0.7572018494897961,0.09276916665264295,0.5,cardio,0.02,1,hgb,undersample
3827,93,76,4,0.95775,0.05,0.9762755102040817,0.5131377551020408,0.041237113402061855,0.04519774011299435,0.6550829081632653,0.04373232479690197,0.5,cardio,0.02,1,hgb,smote
3245,675,30,50,0.82375,0.625,0.8278061224489796,0.7264030612244898,0.06896551724137931,0.12422360248447205,0.7753810586734693,0.07517712150253737,0.022226693341300844,cardio,0.02,1,hgb,threshold
3026,894,27,53,0.76975,0.6625,0.7719387755102041,0.7172193877551021,0.0559662090813094,0.10321324245374879,0.7719371811224489,0.07598511036036491,0.4049991895056206,cardio,0.02,1,hgb,weight+threshold
3920,0,80,0,0.98,0.0,1.0,0.5,0.0,0.0,0.8007557397959183,0.0905727966968297,0.5,cardio,0.02,2,logreg,default
3029,891,19,61,0.7725,0.7625,0.772704081632653,0.7676020408163264,0.06407563025210083,0.11821705426356588,0.8054432397959185,0.09013203719810009,0.5,cardio,0.02,2,logreg,weight
3035,885,20,60,0.77375,0.75,0.7742346938775511,0.7621173469387755,0.06349206349206349,0.11707317073170731,0.80375318877551,0.0869998070921896,0.5,cardio,0.02,2,logreg,undersample
2983,937,19,61,0.761,0.7625,0.760969387755102,0.761734693877551,0.061122244488977955,0.11317254174397032,0.802672193877551,0.08702410299067014,0.5,cardio,0.02,2,logreg,smote
3042,878,22,58,0.775,0.725,0.7760204081632653,0.7505102040816327,0.06196581196581197,0.1141732283464567,0.8007557397959183,0.0905727966968297,0.020763464632309932,cardio,0.02,2,logreg,threshold
3224,696,26,54,0.8195,0.675,0.8224489795918367,0.7487244897959184,0.072,0.13012048192771083,0.8054432397959185,0.09013203719810009,0.5543925320784074,cardio,0.02,2,logreg,weight+threshold
