TN,FP,FN,TP,accuracy,sensitivity,specificity,balanced_acc,precision,f1_pos,roc_auc,pr_auc,threshold,prevalence,seed,model,strategy
2700,1220,18,62,0.6905,0.775,0.6887755102040817,0.7318877551020408,0.0483619344773791,0.09104258443465492,0.7990210459183673,0.07567915980295178,0.013333333333333334,0.02,6,rf,threshold
2532,1388,14,66,0.6495,0.825,0.6459183673469387,0.7354591836734694,0.0453920220082531,0.08604954367666233,0.801313775510204,0.07906839522282227,0.01,0.02,6,rf,weight+threshold
3914,6,80,0,0.9785,0.0,0.9984693877551021,0.49923469387755104,0.0,0.0,0.8276084183673469,0.0928000709496907,0.5,0.02,6,hgb,default
3384,536,28,52,0.859,0.65,0.863265306122449,0.7566326530612245,0.08843537414965986,0.15568862275449102,0.8347751913265307,0.11449785550381883,0.5,0.02,6,hgb,weight
2932,988,20,60,0.748,0.75,0.7479591836734694,0.7489795918367347,0.05725190839694656,0.10638297872340426,0.8277614795918368,0.09787168843772069,0.5,0.02,6,hgb,undersample
3903,17,77,3,0.9765,0.0375,0.9956632653061225,0.5165816326530612,0.15,0.06,0.8352933673469388,0.10766847438481422,0.5,0.02,6,hgb,smote
2386,1534,10,70,0.614,0.875,0.6086734693877551,0.7418367346938776,0.043640897755610975,0.0831353919239905,0.8276084183673469,0.0928000709496907,0.009221174156399886,0.02,6,hgb,threshold
2489,1431,12,68,0.63925,0.85,0.6349489795918367,0.7424744897959183,0.04536357571714476,0.08613046231792273,0.8347751913265307,0.11449785550381883,0.19721635029373466,0.02,6,hgb,weight+threshold
3919,1,79,1,0.98,0.0125,0.9997448979591836,0.5061224489795918,0.5,0.02439024390243903,0.8276977040816327,0.13351125617653356,0.5,0.02,7,logreg,default
3029,891,21,59,0.772,0.7375,0.772704081632653,0.7551020408163265,0.06210526315789474,0.1145631067961165,0.8301116071428573,0.1274146222997888,0.5,0.02,7,logreg,weight
2926,994,19,61,0.74675,0.7625,0.7464285714285714,0.7544642857142857,0.05781990521327014,0.10748898678414096,0.828297193877551,0.10449232760579971,0.5,0.02,7,logreg,undersample
3024,896,22,58,0.7705,0.725,0.7714285714285715,0.7482142857142857,0.06079664570230608,0.11218568665377177,0.8204719387755102,0.10677367752655327,0.5,0.02,7,logreg,smote
3057,863,22,58,0.77875,0.725,0.7798469387755103,0.7524234693877552,0.06297502714440825,0.11588411588411589,0.8276977040816327,0.13351125617653356,0.02124753136498667,0.02,7,logreg,threshold
3103,817,23,57,0.79,0.7125,0.7915816326530613,0.7520408163265306,0.06521739130434782,0.11949685534591196,0.8301116071428573,0.1274146222997888,0.5254803946935723,0.02,7,logreg,weight+threshold
